curve_num,model,n,n_unique_time,dynamic_range,rss,aic,bic,params,Species,Temp,Medium,PopBio_units
229,gompertz,6,6,2354.6574279323045,1165033.7730392823,79.05900699040187,78.43428539808603,"2355.67,0.400928,2699.56",Serratia marcescens,15,UHT Full-fat Milk,N
230,quadratic,5,5,584.7554074790115,2743.7863519046414,37.538281066436795,36.3665948037391,"450.214,-0.234742,3.02028e-05",Serratia marcescens,6,Pasteurised Double Cream,N
230,cubic,5,5,584.7554074790115,,,,SKIPPED_insufficient_points,Serratia marcescens,6,Pasteurised Double Cream,N
230,logistic,5,5,584.7554074790115,100.93696726935129,21.025291615710437,19.85360535301274,"1180.82,0.00101557,8265.89",Serratia marcescens,6,Pasteurised Double Cream,N
230,gompertz,5,5,584.7554074790115,69320.34737365367,53.68527921271749,52.51359295001979,"592.007,0.066506,8152.77",Serratia marcescens,6,Pasteurised Double Cream,N
231,quadratic,8,8,603.41153735083,29359.392115160324,71.66340989047809,71.9017345155176,"-3.09978,-0.0261525,7.80246e-06",Serratia marcescens,6,UHT Double Cream,N
231,cubic,8,8,603.41153735083,26104.436019757224,72.7233519970542,73.04111816377353,"16.9599,-0.0644867,1.71301e-05,-5.6181e-10",Serratia marcescens,6,UHT Double Cream,N
231,logistic,8,8,603.41153735083,5240.740063424278,57.87821167312527,58.116536298164775,"639.307,0.00128006,8115.24",Serratia marcescens,6,UHT Double Cream,N
231,gompertz,8,8,603.41153735083,24769.281567447142,70.3033438099419,70.5416684349814,"604.939,0.00243815,8094.01",Serratia marcescens,6,UHT Double Cream,N
232,quadratic,4,4,590.676863796112,,,,SKIPPED_insufficient_points,Serratia marcescens,10,Pasteurised Double Cream,N
232,cubic,4,4,590.676863796112,,,,SKIPPED_insufficient_points,Serratia marcescens,10,Pasteurised Double Cream,N
232,logistic,4,4,590.676863796112,,,,SKIPPED_insufficient_points,Serratia marcescens,10,Pasteurised Double Cream,N
232,gompertz,4,4,590.676863796112,,,,SKIPPED_insufficient_points,Serratia marcescens,10,Pasteurised Double Cream,N
233,quadratic,4,4,1556.85293697073,,,,SKIPPED_insufficient_points,Serratia marcescens,10,UHT Double Cream,N
233,cubic,4,4,1556.85293697073,,,,SKIPPED_insufficient_points,Serratia marcescens,10,UHT Double Cream,N
233,logistic,4,4,1556.85293697073,,,,SKIPPED_insufficient_points,Serratia marcescens,10,UHT Double Cream,N
233,gompertz,4,4,1556.85293697073,,,,SKIPPED_insufficient_points,Serratia marcescens,10,UHT Double Cream,N
234,quadratic,6,6,2053.2259064344003,125720.62701814268,65.70034805453176,65.07562646221592,"-103.836,0.293954,0.000154506",Serratia marcescens,15,Pasteurised Double Cream,N
234,cubic,6,6,2053.2259064344003,33657.38782107497,59.79337034399009,58.96040822090231,"17.3789,-0.914555,0.00157441,-3.49893e-07",Serratia marcescens,15,Pasteurised Double Cream,N
234,logistic,6,6,2053.2259064344003,727316.0628648304,76.23214165368975,75.60742006137392,"2054.23,7.95551,2813.8",Serratia marcescens,15,Pasteurised Double Cream,N
234,gompertz,6,6,2053.2259064344003,727316.0628389289,76.23214165347608,75.60742006116024,"2054.24,0.308317,2787.15",Serratia marcescens,15,Pasteurised Double Cream,N
235,quadratic,6,6,2917.19262415093,836016.3449282108,77.06786384398316,76.44314225166733,"-387.939,1.59694,-0.000148669",Serratia marcescens,15,UHT Double Cream,N
235,cubic,6,6,2917.19262415093,37792.62081529257,60.488658060774476,59.655695937686694,"-0.690938,-1.74656,0.00368408,-9.42201e-07",Serratia marcescens,15,UHT Double Cream,N
235,logistic,6,6,2917.19262415093,5479855.919993549,88.34897938427113,87.7242577919553,"2918.19,22.4719,2743.18",Serratia marcescens,15,UHT Double Cream,N
235,gompertz,6,6,2917.19262415093,5479855.91986382,88.3489793841291,87.72425779181326,"2918.2,0.645566,2766.37",Serratia marcescens,15,UHT Double Cream,N
236,quadratic,19,19,452.9647462891605,10699.151327734704,126.33613373648627,129.1694506739856,"-21.0597,0.268811,0.00097917",Arthrobacter sp. 77,0,TGE agar,CFU
236,cubic,19,19,452.9647462891605,6263.838839947565,118.16408107371467,121.94183699038044,"10.6146,-0.454152,0.00400714,-3.30779e-06",Arthrobacter sp. 77,0,TGE agar,CFU
236,logistic,19,19,452.9647462891605,8647.82240593057,122.29185303765819,125.1251699751575,"508.5,0.0105548,397.56",Arthrobacter sp. 77,0,TGE agar,CFU
236,gompertz,19,19,452.9647462891605,6357.800751341109,116.44697764750642,119.28029458500573,"627.392,0.00528281,374.977",Arthrobacter sp. 77,0,TGE agar,CFU
237,quadratic,13,13,590.2656295985004,48588.98490800831,112.94063612381689,114.6354841962015,"-86.47,2.35684,-0.00217309",Arthrobacter sp. 77,7,TGE agar,CFU
237,cubic,13,13,590.2656295985004,23712.423520076758,105.61446540919655,107.8742628390427,"-11.1944,0.0496746,0.0106615,-1.83471e-05",Arthrobacter sp. 77,7,TGE agar,CFU
237,logistic,13,13,590.2656295985004,27882.398103060255,105.72041974554605,107.41526781793067,"509.021,0.021134,180.834",Arthrobacter sp. 77,7,TGE agar,CFU
237,gompertz,13,13,590.2656295985004,24089.83498598153,103.8197465469501,105.51459461933472,"519.608,0.0144826,149.871",Arthrobacter sp. 77,7,TGE agar,CFU
238,quadratic,7,7,278.5524461150419,6609.053523382817,53.95199909459619,53.78972954176213,"-41.8313,5.21347,-0.0186001",Arthrobacter sp. 77,20,TGE agar,CFU
238,cubic,7,7,278.5524461150419,4236.6655772840995,52.83935168529632,52.622992281517575,"-9.0913,0.209482,0.10665,-0.000805684",Arthrobacter sp. 77,20,TGE agar,CFU
238,logistic,7,7,278.5524461150419,2484.324156620649,47.10292048322847,46.94065093039441,"262.31,0.124178,41.5801",Arthrobacter sp. 77,20,TGE agar,CFU
238,gompertz,7,7,278.5524461150419,1638.264763810912,44.18837918534668,44.02610963251262,"269.655,0.0805153,36.6101",Arthrobacter sp. 77,20,TGE agar,CFU
239,quadratic,10,10,260.1173210434014,5334.5025437117765,68.79365822479005,69.70141350377219,"-31.3721,3.28478,-0.00910575",Arthrobacter sp. 77,30,TGE agar,CFU
239,cubic,10,10,260.1173210434014,5235.007641292432,70.60538489964242,71.81572527161859,"-27.0813,2.96476,-0.00476059,-1.42753e-05",Arthrobacter sp. 77,30,TGE agar,CFU
239,logistic,10,10,260.1173210434014,821.9299240665976,50.090700479008476,50.99845575799061,"254.053,0.070394,61.3655",Arthrobacter sp. 77,30,TGE agar,CFU
239,gompertz,10,10,260.1173210434014,618.7134104407153,47.25057084499065,48.158326123972785,"255.696,0.0510183,53.2204",Arthrobacter sp. 77,30,TGE agar,CFU
240,quadratic,17,17,0.0529776507789701,0.002182728396543456,-146.32668050250868,-143.82704047034002,"2.71599,-0.000114129,2.30556e-07",Arthrobacter sp. 77,37,TGE agar,CFU
240,cubic,17,17,0.0529776507789701,0.00181078813841124,-147.50250942813065,-144.16965605190578,"2.72682,-0.000339611,1.15864e-06,-1.00584e-09",Arthrobacter sp. 77,37,TGE agar,CFU
240,logistic,17,17,0.0529776507789701,0.002924030512375754,-141.35609598295608,-138.85645595078742,"5.44077,2.2702e-05,601.724",Arthrobacter sp. 77,37,TGE agar,CFU
240,gompertz,17,17,0.0529776507789701,0.0029240347570605616,-141.35607130483146,-138.8564312726628,"7.39478,1.13508e-05,601.713",Arthrobacter sp. 77,37,TGE agar,CFU
241,quadratic,13,13,131.69051117654453,2293.3853202615715,73.24685439237376,74.94170246475838,"-34.9558,0.316591,8.48346e-05",Arthrobacter sp. 88,0,TGE agar,CFU
241,cubic,13,13,131.69051117654453,205.49745723090732,43.88629593673764,46.146093366583784,"61.9049,-1.09643,0.00543297,-5.84759e-06",Arthrobacter sp. 88,0,TGE agar,CFU
241,logistic,13,13,131.69051117654453,223.00432120781437,42.94914328851662,44.64399136090123,"141.72,0.019029,313.523",Arthrobacter sp. 88,0,TGE agar,CFU
241,gompertz,13,13,131.69051117654453,333.8603017629918,48.195052767740236,49.889900840124845,"148.222,0.0124673,284.407",Arthrobacter sp. 88,0,TGE agar,CFU
242,quadratic,9,9,189.52975389465072,1252.9181408234335,50.4240544039,51.01572813590866,"-12.0568,1.04253,-0.00124349",Arthrobacter sp. 88,7,TGE agar,CFU
242,cubic,9,9,189.52975389465072,621.7926151833593,46.118438393331765,46.907336702676645,"-2.34462,0.494659,0.00315721,-8.82691e-06",Arthrobacter sp. 88,7,TGE agar,CFU
242,logistic,9,9,189.52975389465072,233.57449879874721,35.30648851401792,35.89816224602658,"188.103,0.0260509,128.765",Arthrobacter sp. 88,7,TGE agar,CFU
242,gompertz,9,9,189.52975389465072,177.68558576613503,32.84511935082717,33.43679308283583,"194.101,0.0171094,106.867",Arthrobacter sp. 88,7,TGE agar,CFU
243,quadratic,14,14,1305.5289898510366,762243.6507694257,158.66949887853676,160.58667086738254,"-103.72,15.26,-0.0478701",Arthrobacter sp. 88,20,TGE agar,CFU
243,cubic,14,14,1305.5289898510366,543657.9511477383,155.93825525071415,158.49448456917517,"-371.67,28.3337,-0.165085,0.000278644",Arthrobacter sp. 88,20,TGE agar,CFU
243,logistic,14,14,1305.5289898510366,339633.8983459651,147.35192704182978,149.26909903067556,"952.855,0.555156,47.682",Arthrobacter sp. 88,20,TGE agar,CFU
243,gompertz,14,14,1305.5289898510366,339634.29241584725,147.35194328571822,149.269115274564,"952.882,0.804417,46.6753",Arthrobacter sp. 88,20,TGE agar,CFU
244,quadratic,11,11,956.954135465175,64587.000913292286,101.45660489718722,102.65029071558233,"-533.515,14.6732,-0.0380141",Arthrobacter sp. 88,30,TGE agar,CFU
244,cubic,11,11,956.954135465175,18626.516258770633,89.77890794702932,91.37048903822281,"-141.354,2.56102,0.0542621,-0.000200527",Arthrobacter sp. 88,30,TGE agar,CFU
244,logistic,11,11,956.954135465175,134245.40483564505,109.50482461632069,110.6985104347158,"816.114,0.0846709,81.9908",Arthrobacter sp. 88,30,TGE agar,CFU
244,gompertz,11,11,956.954135465175,129838.33533220622,109.13765119230595,110.33133701070106,"823.662,0.0448456,75.3133",Arthrobacter sp. 88,30,TGE agar,CFU
245,quadratic,16,16,0.06060839299880971,0.0025680974955182,-133.7948584091265,-131.47709224240717,"2.73497,0.00013935,-1.79088e-07",Arthrobacter sp. 88,37,TGE agar,CFU
245,cubic,16,16,0.06060839299880971,0.002451257271612852,-132.53988697929873,-129.4495320903396,"2.74033,1.59817e-05,3.33649e-07,-5.5762e-10",Arthrobacter sp. 88,37,TGE agar,CFU
245,logistic,16,16,0.06060839299880971,0.0029932929170406867,-131.3435185563087,-129.02575238958937,"5.5037,1.75728e-05,180.298",Arthrobacter sp. 88,37,TGE agar,CFU
245,gompertz,16,16,0.06060839299880971,0.0029932934936456167,-131.34351547419203,-129.0257493074727,"7.47862,8.78832e-06,154.677",Arthrobacter sp. 88,37,TGE agar,CFU
246,quadratic,18,18,520.752333638001,19063.4096262769,131.37277726346824,134.04389253715672,"54.6931,-0.958356,0.00280299",Arthrobacter sp. 62,0,TGE agar,CFU
246,cubic,18,18,520.752333638001,7938.444376835666,117.60381538706321,121.16530241864787,"-2.46213,0.240557,-0.00210342,5.30322e-06",Arthrobacter sp. 62,0,TGE agar,CFU
246,logistic,18,18,520.752333638001,6834.970458329204,112.90984204443691,115.5809573181254,"922.821,0.0126018,577.357",Arthrobacter sp. 62,0,TGE agar,CFU
246,gompertz,18,18,520.752333638001,9050.088110340132,117.96284426459277,120.63395953828126,"1416.98,0.0051491,601.626",Arthrobacter sp. 62,0,TGE agar,CFU
247,quadratic,12,12,741.2541205748887,118614.23617450286,116.38470172502738,117.83942167439139,"-155.976,2.90171,-0.00195824",Arthrobacter sp. 62,7,TGE agar,CFU
247,cubic,12,12,741.2541205748887,18076.209167442237,95.80934350678397,97.74897010593598,"20.9545,-2.03482,0.0248638,-3.80111e-05",Arthrobacter sp. 62,7,TGE agar,CFU
247,logistic,12,12,741.2541205748887,16971.86048954541,93.05286403757063,94.50758398693463,"712.779,0.0267206,221.512",Arthrobacter sp. 62,7,TGE agar,CFU
247,gompertz,12,12,741.2541205748887,31051.844866768733,100.30208222169068,101.75680217105469,"732.421,0.0164354,193.536",Arthrobacter sp. 62,7,TGE agar,CFU
248,quadratic,9,9,712.3570227397947,135476.77397124047,92.5739782572029,93.16565198921155,"-162.082,13.0183,-0.0475286",Arthrobacter sp. 62,20,TGE agar,CFU
248,cubic,9,9,712.3570227397947,29405.87323985487,80.82552613492037,81.61442444426524,"23.4792,-10.2151,0.470075,-0.00292394",Arthrobacter sp. 62,20,TGE agar,CFU
248,logistic,9,9,712.3570227397947,5929.942652022844,64.41490719407702,65.00658092608566,"671.317,0.234565,48.791",Arthrobacter sp. 62,20,TGE agar,CFU
248,gompertz,9,9,712.3570227397947,7524.929913168004,66.55876978535488,67.15044351736356,"673.352,0.170396,46.2781",Arthrobacter sp. 62,20,TGE agar,CFU
249,quadratic,10,10,0.04157400195484007,0.0017174282276680882,-80.69512416574534,-79.7873688867632,"2.7902,-0.000144072,2.51943e-07",Arthrobacter sp. 62,30,TGE agar,CFU
249,cubic,10,10,0.04157400195484007,0.0016263271801256086,-79.24016163302721,-78.02982126105103,"2.7872,-1.47539e-05,-3.57174e-07,6.97258e-10",Arthrobacter sp. 62,30,TGE agar,CFU
249,logistic,10,10,0.04157400195484007,0.002393728548456687,-77.37488159549753,-76.46712631651539,"5.56154,4.47435e-24,3.61674",Arthrobacter sp. 62,30,TGE agar,CFU
249,gompertz,10,10,0.04157400195484007,0.0023937285484567704,-77.37488159549719,-76.46712631651505,"7.55892,6.42389e-18,588.617",Arthrobacter sp. 62,30,TGE agar,CFU
250,quadratic,16,16,0.06022629228464993,0.0020903421930744993,-137.0882595184561,-134.77049335173677,"2.75238,-6.02485e-05,2.3515e-07",Arthrobacter sp. 62,37,TGE agar,CFU
250,cubic,16,16,0.06022629228464993,0.002010870960960312,-135.70841694549907,-132.61806205653994,"2.74843,4.02532e-05,-1.91553e-07,4.67759e-10",Arthrobacter sp. 62,37,TGE agar,CFU
250,logistic,16,16,0.06022629228464993,0.002856981903832814,-132.0892513914969,-129.77148522477756,"5.58126,6.69057e-05,600",Arthrobacter sp. 62,37,TGE agar,CFU
250,gompertz,16,16,0.06022629228464993,0.002857076258623667,-132.08872298362604,-129.7709568169067,"7.58572,3.34497e-05,599.999",Arthrobacter sp. 62,37,TGE agar,CFU
251,quadratic,17,17,241.30194328074938,7718.108863145988,110.007892151677,112.50753218384565,"37.7428,-0.532938,0.00132911",Arthrobacter aurescens,0,TGE agar,CFU
251,cubic,17,17,241.30194328074938,1342.0966541966138,82.26917488751299,85.60202826373785,"-16.7446,0.501926,-0.00291606,4.67062e-06",Arthrobacter aurescens,0,TGE agar,CFU
251,logistic,17,17,241.30194328074938,744.3199076791398,70.24737889060326,72.7470189227719,"484.352,0.0167239,595.361",Arthrobacter aurescens,0,TGE agar,CFU
251,gompertz,17,17,241.30194328074938,1075.0488264304909,76.49743626196037,78.99707629412902,"652.053,0.00733279,595.361",Arthrobacter aurescens,0,TGE agar,CFU
252,quadratic,11,11,643.610366647103,30439.66378751593,93.18167143430885,94.37535725270396,"-77.5641,3.37846,-0.00333226",Arthrobacter aurescens,7,TGE agar,CFU
252,cubic,11,11,643.610366647103,11351.446779446498,84.33125732696621,85.9228384181597,"-19.8904,0.529516,0.0199198,-4.74873e-05",Arthrobacter aurescens,7,TGE agar,CFU
252,logistic,11,11,643.610366647103,6352.012438963158,75.94494857241914,77.13863439081425,"632.973,0.0291516,136.312",Arthrobacter aurescens,7,TGE agar,CFU
252,gompertz,11,11,643.610366647103,3199.2838707765204,68.40065700618537,69.59434282458048,"648.439,0.0194172,116.38",Arthrobacter aurescens,7,TGE agar,CFU
253,quadratic,8,8,292.68119437257695,4308.743134464354,56.311679862049154,56.55000448708866,"-43.4287,4.13373,-0.0125579",Arthrobacter aurescens,20,TGE agar,CFU
253,cubic,8,8,292.68119437257695,4018.438032439074,57.75365612227155,58.071422288990895,"-35.1467,3.58536,-0.00582259,-1.99774e-05",Arthrobacter aurescens,20,TGE agar,CFU
253,logistic,8,8,292.68119437257695,2290.289533423021,51.25593584548439,51.4942604705239,"261.482,0.0854747,54.7336",Arthrobacter aurescens,20,TGE agar,CFU
253,gompertz,8,8,292.68119437257695,2132.102054124979,50.6833768819898,50.92170150702931,"263.209,0.0574267,47.242",Arthrobacter aurescens,20,TGE agar,CFU
254,quadratic,5,5,643.5842867352153,9501.635858666301,43.74890672989824,42.57722046720054,"-57.8664,7.97577,-2.52112e-05",Arthrobacter aurescens,30,TGE agar,CFU
254,cubic,5,5,643.5842867352153,,,,SKIPPED_insufficient_points,Arthrobacter aurescens,30,TGE agar,CFU
254,logistic,5,5,643.5842867352153,2282.4591513056566,36.61785401702096,35.44616775432326,"637.918,0.0885412,46.4814",Arthrobacter aurescens,30,TGE agar,CFU
254,gompertz,5,5,643.5842867352153,452.80666195346157,28.530136635706942,27.35845037300924,"687.381,0.0514002,40.5957",Arthrobacter aurescens,30,TGE agar,CFU
255,quadratic,8,8,43.59138040870407,110.80942085611832,27.02696203836882,27.265286663408325,"0.173508,0.0873572,0.000660453",Arthrobacter aurescens,37,TGE agar,CFU
255,cubic,8,8,43.59138040870407,43.07237862754024,21.467523063010603,21.785289229729944,"5.38414,-0.298641,0.00498893,-1.25625e-05",Arthrobacter aurescens,37,TGE agar,CFU
255,logistic,8,8,43.59138040870407,19.68697607651545,13.204126100523151,13.442450725562658,"46.9449,0.0454018,133.39",Arthrobacter aurescens,37,TGE agar,CFU
255,gompertz,8,8,43.59138040870407,23.323193802024946,14.560054127318635,14.798378752358142,"47.4813,0.0356347,122.497",Arthrobacter aurescens,37,TGE agar,CFU
256,quadratic,14,14,72.81258368531421,964.0940588220947,65.24984144278812,67.1670134316339,"15.1489,-0.262702,0.000857254",Arthrobacter citreus,0,TGE agar,CFU
256,cubic,14,14,72.81258368531421,182.9855190227188,43.9848956470044,46.541124965465436,"0.66657,0.168644,-0.00164108,3.77126e-06",Arthrobacter citreus,0,TGE agar,CFU
256,logistic,14,14,72.81258368531421,95.27660295781669,32.84817718156982,34.76534917041559,"84.9932,0.0396084,388.79",Arthrobacter citreus,0,TGE agar,CFU
256,gompertz,14,14,72.81258368531421,86.30976259663531,31.46439540432479,33.38156739317056,"95.0372,0.0234467,378.229",Arthrobacter citreus,0,TGE agar,CFU
257,quadratic,10,10,207.80854874214847,4780.25161491912,67.69663370210486,68.604388981087,"-23.1736,0.478168,0.000784158",Arthrobacter citreus,7,TGE agar,CFU
257,cubic,10,10,207.80854874214847,1359.2022380976778,57.120681239909835,58.331021611886015,"1.10979,-0.677086,0.00997917,-1.83758e-05",Arthrobacter citreus,7,TGE agar,CFU
257,logistic,10,10,207.80854874214847,1042.0787754908492,52.46387726740835,53.37163254639049,"189.659,0.0392507,168.321",Arthrobacter citreus,7,TGE agar,CFU
257,gompertz,10,10,207.80854874214847,646.3545940445244,47.687631673837764,48.5953869528199,"200.425,0.0216174,155.426",Arthrobacter citreus,7,TGE agar,CFU
258,quadratic,8,8,562.0752099014975,13857.853330129223,65.65732669345988,65.89565131849938,"-63.0019,4.21702,-0.00601346",Arthrobacter citreus,20,TGE agar,CFU
258,cubic,8,8,562.0752099014975,4826.160460830926,59.218919625537,59.53668579225634,"-7.35685,0.113171,0.0389166,-0.000127144",Arthrobacter citreus,20,TGE agar,CFU
258,logistic,8,8,562.0752099014975,2669.105323255411,52.48045654910316,52.71878117414266,"549.513,0.0397635,105.116",Arthrobacter citreus,20,TGE agar,CFU
258,gompertz,8,8,562.0752099014975,3030.5092098058785,53.49635518996231,53.73467981500181,"580.165,0.0223647,84.5986",Arthrobacter citreus,20,TGE agar,CFU
259,quadratic,9,9,205.15427212706248,1891.552618409824,54.13135816230327,54.72303189431193,"-22.2901,2.20871,-0.00505323",Arthrobacter citreus,30,TGE agar,CFU
259,cubic,9,9,205.15427212706248,1409.279898414665,53.48248608711354,54.27138439645842,"-8.80458,1.16577,0.0102308,-5.886e-05",Arthrobacter citreus,30,TGE agar,CFU
259,logistic,9,9,205.15427212706248,1184.1011737270626,49.91563216716012,50.50730589916878,"190.965,0.0711398,56.6367",Arthrobacter citreus,30,TGE agar,CFU
259,gompertz,9,9,205.15427212706248,943.8779972018918,47.87495106184326,48.46662479385192,"196.467,0.0390098,49.265",Arthrobacter citreus,30,TGE agar,CFU
260,quadratic,9,9,506.00973929413766,32666.591791907147,79.7719523960515,80.36362612806016,"-66.3926,3.85585,-0.00542528",Arthrobacter citreus,37,TGE agar,CFU
260,cubic,9,9,506.00973929413766,28605.58573195807,80.5771943514381,81.36609266078297,"-30.7877,1.67823,0.0198004,-7.53269e-05",Arthrobacter citreus,37,TGE agar,CFU
260,logistic,9,9,506.00973929413766,10816.36802751229,69.82432121921957,70.41599495122823,"457.225,0.138913,68.9742",Arthrobacter citreus,37,TGE agar,CFU
260,gompertz,9,9,506.00973929413766,10890.13186550164,69.8854897264107,70.47716345841935,"457.613,0.0783254,62.9393",Arthrobacter citreus,37,TGE agar,CFU
261,quadratic,19,19,0.033801124254079884,0.0014649606078064154,-173.9369521932976,-171.10363525579828,"2.7434,-3.79396e-05,7.01601e-08",Arthrobacter globiformis,0,TGE agar,CFU
261,cubic,19,19,0.033801124254079884,0.0014552800364072097,-172.0629223120292,-168.28516639536343,"2.74456,-6.84182e-05,2.06452e-07,-1.56109e-10",Arthrobacter globiformis,0,TGE agar,CFU
261,logistic,19,19,0.033801124254079884,0.0015444844443320953,-172.93257783303827,-170.09926089553895,"5.48116,1.47217e-06,287.469",Arthrobacter globiformis,0,TGE agar,CFU
261,gompertz,19,19,0.033801124254079884,0.001544484444345461,-172.93257783287382,-170.0992608953745,"7.44969,7.36085e-07,291.323",Arthrobacter globiformis,0,TGE agar,CFU
262,quadratic,17,17,112.6567841240326,343.05594739112325,57.07956342951018,59.57920346167883,"-5.33519,0.264923,-5.75227e-05",Arthrobacter globiformis,7,TGE agar,CFU
262,cubic,17,17,112.6567841240326,236.893207348889,52.78473359160712,56.11758696783198,"-1.03542,0.134518,0.000591743,-8.22162e-07",Arthrobacter globiformis,7,TGE agar,CFU
262,logistic,17,17,112.6567841240326,413.2509177507838,60.24430742873492,62.74394746090357,"116.535,0.0113414,257.403",Arthrobacter globiformis,7,TGE agar,CFU
262,gompertz,17,17,112.6567841240326,229.25805127331026,50.227793070869296,52.727433103037946,"130.795,0.00633443,218.567",Arthrobacter globiformis,7,TGE agar,CFU
263,quadratic,8,8,144.5777029338711,411.7391267387969,37.527587356756925,37.765911981796435,"-2.94937,1.15379,-0.00233393",Arthrobacter globiformis,20,TGE agar,CFU
263,cubic,8,8,144.5777029338711,251.33317116521292,35.57870313942843,35.89646930614777,"-9.62765,1.61424,-0.00727214,1.3512e-05",Arthrobacter globiformis,20,TGE agar,CFU
263,logistic,8,8,144.5777029338711,730.5926558074394,42.115316162841694,42.353640787881204,"132.635,0.0372362,68.4304",Arthrobacter globiformis,20,TGE agar,CFU
263,gompertz,8,8,144.5777029338711,445.67358382549935,38.161162140467034,38.39948676550654,"136.662,0.0233021,52.2072",Arthrobacter globiformis,20,TGE agar,CFU
264,quadratic,8,8,197.61819952278913,593.9251228605073,40.458493711573745,40.69681833661325,"-6.77684,1.81914,-0.0040573",Arthrobacter globiformis,30,TGE agar,CFU
264,cubic,8,8,197.61819952278913,592.634869350235,42.44109546417243,42.75886163089177,"-6.24006,1.78237,-0.00360935,-1.31857e-06",Arthrobacter globiformis,30,TGE agar,CFU
264,logistic,8,8,197.61819952278913,354.74091385025196,36.33556928965663,36.573893914696136,"194.599,0.0407642,68.9119",Arthrobacter globiformis,30,TGE agar,CFU
264,gompertz,8,8,197.61819952278913,337.7686789887178,35.94335790253556,36.18168252757506,"199.145,0.0242188,53.649",Arthrobacter globiformis,30,TGE agar,CFU
265,quadratic,7,7,222.44282653865403,761.0062735863443,38.821120168508465,38.6588506156744,"14.1691,2.97769,-0.0101412",Arthrobacter globiformis,37,TGE agar,CFU
265,cubic,7,7,222.44282653865403,200.51989314290842,31.485023173079504,31.26866376930076,"0.659082,4.16963,-0.025828,5.30344e-05",Arthrobacter globiformis,37,TGE agar,CFU
265,logistic,7,7,222.44282653865403,1160.2859797811516,41.77358147268226,41.6113119198482,"222.96,0.0600904,35.054",Arthrobacter globiformis,37,TGE agar,CFU
265,gompertz,7,7,222.44282653865403,660.4486009135053,37.82906407400052,37.66679452116646,"224.406,0.0403294,24.5189",Arthrobacter globiformis,37,TGE agar,CFU
266,quadratic,18,18,0.048031799439349765,0.0019121101305054962,-158.6985532368802,-156.02743796319172,"2.74117,-2.73498e-05,1.1038e-07",Arthrobacter simplex,0,TGE agar,CFU
266,cubic,18,18,0.048031799439349765,0.0018529032203535498,-157.26471975219476,-153.70323272061012,"2.73837,5.01518e-05,-2.37147e-07,3.97592e-10",Arthrobacter simplex,0,TGE agar,CFU
266,logistic,18,18,0.048031799439349765,0.002105872345868622,-156.96115031101766,-154.29003503732918,"5.5142,2.59142e-05,598.461",Arthrobacter simplex,0,TGE agar,CFU
266,gompertz,18,18,0.048031799439349765,0.0021058752747737724,-156.96112527614025,-154.29001000245177,"7.49457,1.29571e-05,598.461",Arthrobacter simplex,0,TGE agar,CFU
267,quadratic,14,14,313.8064118747112,6587.69582306603,92.15462224955841,94.0717942384042,"-5.63703,-0.196365,0.00161034",Arthrobacter simplex,7,TGE agar,CFU
267,cubic,14,14,313.8064118747112,3768.540506888841,86.33540039388086,88.8916297123419,"19.3369,-0.964729,0.00537206,-4.69934e-06",Arthrobacter simplex,7,TGE agar,CFU
267,logistic,14,14,313.8064118747112,2893.990748271581,80.63868132987949,82.55585331872527,"299.546,0.0204386,353.486",Arthrobacter simplex,7,TGE agar,CFU
267,gompertz,14,14,313.8064118747112,1610.0059903517902,72.42910188700417,74.34627387584995,"332.032,0.0115691,331.791",Arthrobacter simplex,7,TGE agar,CFU
268,quadratic,7,7,386.3152075168939,3861.2934623873975,50.18993145808425,50.02766190525019,"-21.2476,1.76369,-0.000106264",Arthrobacter simplex,20,TGE agar,CFU
268,cubic,7,7,386.3152075168939,3306.499520379473,51.10414649103886,50.887787087260115,"-10.5921,0.95077,0.00940235,-2.70575e-05",Arthrobacter simplex,20,TGE agar,CFU
268,logistic,7,7,386.3152075168939,4851.835201500702,51.78841508756196,51.6261455347279,"372.408,0.0311704,109.161",Arthrobacter simplex,20,TGE agar,CFU
268,gompertz,7,7,386.3152075168939,3348.2668642722488,49.19201591559041,49.02974636275635,"417.741,0.0161386,98.0108",Arthrobacter simplex,20,TGE agar,CFU
269,quadratic,8,8,370.7599279067979,2791.415498522165,52.83890041295272,53.07722503799222,"10.4761,2.05686,-0.00282477",Arthrobacter simplex,30,TGE agar,CFU
269,cubic,8,8,370.7599279067979,967.5604367608274,46.36269078567503,46.68045695239437,"-10.7045,3.24356,-0.0147359,3.0205e-05",Arthrobacter simplex,30,TGE agar,CFU
269,logistic,8,8,370.7599279067979,6478.775090235296,59.57476160410817,59.81308622914767,"339.22,0.0249156,83.9421",Arthrobacter simplex,30,TGE agar,CFU
269,gompertz,8,8,370.7599279067979,4401.884094485279,56.482771118926074,56.72109574396558,"363.387,0.0146916,65.8259",Arthrobacter simplex,30,TGE agar,CFU
270,quadratic,8,8,429.94161808287373,3288.668337077369,54.1503716750006,54.38869630004011,"-43.082,4.98317,-0.0130351",Arthrobacter simplex,37,TGE agar,CFU
270,cubic,8,8,429.94161808287373,2871.3113275103638,55.06466057010484,55.382426736824186,"-30.0092,4.03065,-0.00238481,-3.09448e-05",Arthrobacter simplex,37,TGE agar,CFU
